id,title,author,text,label,verdict
14911,Breakthrough in Cancer Research Announced,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14912,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14913,UN Holds Emergency Meeting on Climate Change,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
14914,Shocking Truth About Vaccines Finally Revealed,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14915,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14916,Clinton Foundation Exposed in Leaked Documents,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14917,UN Holds Emergency Meeting on Climate Change,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
14918,Clinton Foundation Exposed in Leaked Documents,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14919,Shocking Truth About Vaccines Finally Revealed,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14920,Global Markets Rally Ahead of Fed Meeting,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14921,Clinton Foundation Exposed in Leaked Documents,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14922,Breakthrough in Cancer Research Announced,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
14923,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
14924,Clinton Foundation Exposed in Leaked Documents,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14925,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
14926,Hillary Clinton Adopts Alien Baby,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14927,Shocking Truth About Vaccines Finally Revealed,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14928,Global Markets Rally Ahead of Fed Meeting,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
14929,Breakthrough in Cancer Research Announced,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14930,UN Holds Emergency Meeting on Climate Change,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
14931,NASA Launches New Mars Rover,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14932,Global Markets Rally Ahead of Fed Meeting,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14933,Breakthrough in Cancer Research Announced,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14934,Hillary Clinton Adopts Alien Baby,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14935,Global Markets Rally Ahead of Fed Meeting,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14936,NASA Launches New Mars Rover,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14937,Breakthrough in Cancer Research Announced,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14938,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
14939,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14940,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14941,Clinton Foundation Exposed in Leaked Documents,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14942,Hillary Clinton Adopts Alien Baby,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14943,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14944,Hillary Clinton Adopts Alien Baby,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14945,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14946,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14947,Hillary Clinton Adopts Alien Baby,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
14948,NASA Launches New Mars Rover,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14949,Breakthrough in Cancer Research Announced,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14950,Shocking Truth About Vaccines Finally Revealed,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
14951,Clinton Foundation Exposed in Leaked Documents,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14952,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14953,Breakthrough in Cancer Research Announced,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14954,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
14955,UN Holds Emergency Meeting on Climate Change,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
14956,NASA Launches New Mars Rover,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14957,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14958,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14959,UN Holds Emergency Meeting on Climate Change,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
14960,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14961,Shocking Truth About Vaccines Finally Revealed,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14962,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
14963,NASA Launches New Mars Rover,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14964,UN Holds Emergency Meeting on Climate Change,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14965,Hillary Clinton Adopts Alien Baby,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14966,NASA Launches New Mars Rover,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14967,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14968,Elections 2024: What the Polls Say,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14969,Global Markets Rally Ahead of Fed Meeting,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14970,Breakthrough in Cancer Research Announced,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14971,Clinton Foundation Exposed in Leaked Documents,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
14972,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14973,UN Holds Emergency Meeting on Climate Change,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
14974,UN Holds Emergency Meeting on Climate Change,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14975,Clinton Foundation Exposed in Leaked Documents,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14976,UN Holds Emergency Meeting on Climate Change,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14977,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14978,Elections 2024: What the Polls Say,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14979,Shocking Truth About Vaccines Finally Revealed,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
14980,Clinton Foundation Exposed in Leaked Documents,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
14981,Hillary Clinton Adopts Alien Baby,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14982,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
14983,Breakthrough in Cancer Research Announced,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
14984,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14985,Breakthrough in Cancer Research Announced,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14986,Elections 2024: What the Polls Say,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14987,Clinton Foundation Exposed in Leaked Documents,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
14988,Hillary Clinton Adopts Alien Baby,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
14989,Global Markets Rally Ahead of Fed Meeting,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
14990,UN Holds Emergency Meeting on Climate Change,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14991,UN Holds Emergency Meeting on Climate Change,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
14992,Breakthrough in Cancer Research Announced,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
14993,Clinton Foundation Exposed in Leaked Documents,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14994,Breakthrough in Cancer Research Announced,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14995,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
14996,Global Markets Rally Ahead of Fed Meeting,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
14997,Breakthrough in Cancer Research Announced,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
14998,Hillary Clinton Adopts Alien Baby,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
14999,Clinton Foundation Exposed in Leaked Documents,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
15000,Elections 2024: What the Polls Say,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15001,NASA Launches New Mars Rover,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15002,Elections 2024: What the Polls Say,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15003,Breakthrough in Cancer Research Announced,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15004,Hillary Clinton Adopts Alien Baby,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
15005,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
15006,Clinton Foundation Exposed in Leaked Documents,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
15007,Breakthrough in Cancer Research Announced,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15008,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15009,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15010,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15011,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15012,UN Holds Emergency Meeting on Climate Change,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15013,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15014,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15015,Elections 2024: What the Polls Say,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15016,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15017,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15018,NASA Launches New Mars Rover,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15019,Elections 2024: What the Polls Say,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15020,Elections 2024: What the Polls Say,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15021,UN Holds Emergency Meeting on Climate Change,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15022,NASA Launches New Mars Rover,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15023,Global Markets Rally Ahead of Fed Meeting,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15024,Hillary Clinton Adopts Alien Baby,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15025,Breakthrough in Cancer Research Announced,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15026,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
15027,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15028,Elections 2024: What the Polls Say,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15029,Elections 2024: What the Polls Say,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15030,Global Markets Rally Ahead of Fed Meeting,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15031,UN Holds Emergency Meeting on Climate Change,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15032,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15033,Breakthrough in Cancer Research Announced,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15034,Hillary Clinton Adopts Alien Baby,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15035,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15036,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15037,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
15038,UN Holds Emergency Meeting on Climate Change,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15039,NASA Launches New Mars Rover,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15040,Hillary Clinton Adopts Alien Baby,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15041,Breakthrough in Cancer Research Announced,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15042,Clinton Foundation Exposed in Leaked Documents,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15043,UN Holds Emergency Meeting on Climate Change,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15044,Shocking Truth About Vaccines Finally Revealed,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15045,Clinton Foundation Exposed in Leaked Documents,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15046,Clinton Foundation Exposed in Leaked Documents,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15047,Elections 2024: What the Polls Say,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15048,Elections 2024: What the Polls Say,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15049,Elections 2024: What the Polls Say,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15050,UN Holds Emergency Meeting on Climate Change,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15051,Elections 2024: What the Polls Say,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15052,Global Markets Rally Ahead of Fed Meeting,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15053,Shocking Truth About Vaccines Finally Revealed,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15054,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15055,UN Holds Emergency Meeting on Climate Change,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15056,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15057,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15058,Global Markets Rally Ahead of Fed Meeting,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15059,UN Holds Emergency Meeting on Climate Change,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15060,Shocking Truth About Vaccines Finally Revealed,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15061,Breakthrough in Cancer Research Announced,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15062,Elections 2024: What the Polls Say,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15063,Breakthrough in Cancer Research Announced,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15064,Hillary Clinton Adopts Alien Baby,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15065,NASA Launches New Mars Rover,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15066,Global Markets Rally Ahead of Fed Meeting,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15067,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15068,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15069,UN Holds Emergency Meeting on Climate Change,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15070,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15071,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15072,UN Holds Emergency Meeting on Climate Change,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15073,UN Holds Emergency Meeting on Climate Change,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15074,NASA Launches New Mars Rover,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15075,Breakthrough in Cancer Research Announced,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15076,Global Markets Rally Ahead of Fed Meeting,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15077,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15078,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15079,Global Markets Rally Ahead of Fed Meeting,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15080,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15081,UN Holds Emergency Meeting on Climate Change,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15082,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15083,Hillary Clinton Adopts Alien Baby,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15084,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15085,UN Holds Emergency Meeting on Climate Change,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15086,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15087,Breakthrough in Cancer Research Announced,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15088,Global Markets Rally Ahead of Fed Meeting,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15089,Elections 2024: What the Polls Say,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15090,Global Markets Rally Ahead of Fed Meeting,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15091,Shocking Truth About Vaccines Finally Revealed,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15092,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15093,Hillary Clinton Adopts Alien Baby,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
15094,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15095,Elections 2024: What the Polls Say,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15096,Clinton Foundation Exposed in Leaked Documents,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15097,Shocking Truth About Vaccines Finally Revealed,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
15098,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15099,Elections 2024: What the Polls Say,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15100,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15101,NASA Launches New Mars Rover,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15102,NASA Launches New Mars Rover,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15103,Breakthrough in Cancer Research Announced,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15104,Elections 2024: What the Polls Say,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15105,Global Markets Rally Ahead of Fed Meeting,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15106,Shocking Truth About Vaccines Finally Revealed,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15107,Elections 2024: What the Polls Say,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15108,Global Markets Rally Ahead of Fed Meeting,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15109,NASA Launches New Mars Rover,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15110,Shocking Truth About Vaccines Finally Revealed,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15111,NASA Launches New Mars Rover,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15112,Breakthrough in Cancer Research Announced,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15113,Clinton Foundation Exposed in Leaked Documents,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
15114,Elections 2024: What the Polls Say,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15115,NASA Launches New Mars Rover,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15116,Global Markets Rally Ahead of Fed Meeting,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15117,Clinton Foundation Exposed in Leaked Documents,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
15118,Elections 2024: What the Polls Say,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15119,NASA Launches New Mars Rover,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15120,Clinton Foundation Exposed in Leaked Documents,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15121,Breakthrough in Cancer Research Announced,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15122,Hillary Clinton Adopts Alien Baby,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15123,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15124,Shocking Truth About Vaccines Finally Revealed,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15125,Hillary Clinton Adopts Alien Baby,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
15126,Shocking Truth About Vaccines Finally Revealed,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15127,Breakthrough in Cancer Research Announced,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15128,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
15129,NASA Launches New Mars Rover,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15130,UN Holds Emergency Meeting on Climate Change,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15131,Clinton Foundation Exposed in Leaked Documents,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15132,Hillary Clinton Adopts Alien Baby,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15133,Hillary Clinton Adopts Alien Baby,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15134,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15135,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15136,Breakthrough in Cancer Research Announced,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
